timestamp,open,close,high,low,volume,amount
2021-01-01 19:51:00,29064.8,29085.9,29086,29064.8,0.23761345,6908.691973828
2021-01-01 19:50:00,29091.8,29064.8,29091.9,29059.5,1.02278662,29743.886193565
2021-01-01 19:49:00,29100.6,29096.7,29100.6,29083.4,0.89808658,26123.155899985
2021-01-01 19:48:00,29088.6,29100.5,29100.6,29088.6,0.7962386,23164.063500335
2021-01-01 19:47:00,29100.6,29089,29100.6,29081,1.41370948,41125.996566162
2021-01-01 19:46:00,29093.4,29100.6,29120,29093.4,1.82081644,52999.949568091
2021-01-01 19:45:00,29093.3,29093.4,29100,29093.3,0.16539657,4812.570676858
2021-01-01 19:44:00,29100.1,29093.4,29100.1,29086.4,0.18632358,5420.819121414
2021-01-01 19:43:00,29081.1,29096.9,29096.9,29080.8,0.52949655,15398.345676676
2021-01-01 19:42:00,29091.4,29081.1,29091.4,29074.5,0.83195563,24196.351958992
2021-01-01 19:41:00,29107.8,29091.4,29107.8,29089.6,1.1402925,33178.712788621
2021-01-01 19:40:00,29071,29103.5,29103.5,29070.9,0.53047307,15431.321252929
2021-01-01 19:39:00,29059.4,29074.7,29074.7,29043.5,0.90481267,26291.27764942
2021-01-01 19:38:00,29049.9,29057.6,29071,29049.9,0.8285303,24079.675457517
2021-01-01 19:37:00,29035.9,29049.9,29053.1,29035.9,0.34779507,10101.594379979
2021-01-01 19:36:00,29060.9,29035.9,29060.9,29035.8,0.34339785,9975.503124152
2021-01-01 19:35:00,29084.7,29060.8,29084.7,29057.2,0.66878696,19442.265376465
2021-01-01 19:34:00,29075.2,29084.8,29096.3,29075.1,0.40571357,11798.477159446
2021-01-01 19:33:00,29042.3,29069.1,29069.2,29034,0.67830673,19707.557195285
2021-01-01 19:32:00,29059.5,29042.2,29059.5,29036.9,0.12692216,3686.838482158
2021-01-01 19:31:00,29031,29059.5,29059.5,29029,0.30774585,8937.184343941
2021-01-01 19:30:00,29052.3,29031.6,29052.4,29031.6,0.87328583,25360.308713599
2021-01-01 19:29:00,29057,29057.9,29066.6,29056.9,0.33505837,9738.180740086
2021-01-01 19:28:00,29063,29058.6,29063,29049.5,1.00361195,29157.212244362
2021-01-01 19:27:00,29079.2,29065.5,29079.3,29065.5,0.57242715,16639.076727972
2021-01-01 19:26:00,29059.7,29071.8,29095.9,29059.7,0.39594849,11512.053405358
2021-01-01 19:25:00,29080.9,29059.7,29080.9,29057.4,0.22129523,6432.755442711
2021-01-01 19:24:00,29097,29079.4,29099.9,29060.8,1.94445357,56526.961420708
2021-01-01 19:23:00,29091,29096.9,29099.1,29075.7,0.59953328,17437.254613056
2021-01-01 19:22:00,29105.6,29091,29105.7,29091,0.40569628,11806.950082627
2021-01-01 19:21:00,29072.5,29105.6,29105.7,29072.5,1.80949717,52659.368133985
2021-01-01 19:20:00,29105.7,29072.4,29109.9,29057.6,2.04927082,59610.420150092
2021-01-01 19:19:00,29073.3,29097,29118.9,29073.3,1.82376499,53072.83033782
2021-01-01 19:18:00,29049.9,29077.8,29077.9,29049.9,1.00757013,29278.894040393
2021-01-01 19:17:00,29004.4,29050,29050,29004.4,1.32014994,38316.10463959
2021-01-01 19:16:00,29016.8,29003.4,29016.8,29002.3,0.5744104,16663.17122639
2021-01-01 19:15:00,29018.4,29016.7,29018.4,28982.6,1.67505201,48573.873502133
2021-01-01 19:14:00,29024,29018.3,29030.6,29010.2,0.85419104,24791.090387158
2021-01-01 19:13:00,28960,29015.1,29015.1,28960,1.40959169,40873.944623775
2021-01-01 19:12:00,29024.7,28961.4,29024.7,28961.4,1.22335851,35465.21631366
2021-01-01 19:11:00,29039.6,29024.7,29039.6,29018.3,0.29738336,8631.5518857
2021-01-01 19:10:00,29025.7,29039.7,29047.8,29019.3,0.89499801,25989.686609074
2021-01-01 19:09:00,29010.8,29025.6,29029.2,29008.7,0.80476398,23350.558942947
2021-01-01 19:08:00,29014.4,29010.7,29019.8,29001.4,0.38865402,11275.765020243
2021-01-01 19:07:00,29013.6,29022.8,29045.5,29013.6,0.98045919,28463.775509345
2021-01-01 19:06:00,29007.1,29004.7,29026.2,29004.6,1.23209887,35742.356315075
2021-01-01 19:05:00,28962.6,29000,29000,28962.6,1.20428975,34905.087066444
2021-01-01 19:04:00,28983.8,28962.7,28988.5,28962.6,1.02183856,29615.080454805
2021-01-01 19:03:00,29023,28975.1,29027.2,28960.5,2.42779773,70413.098567736
2021-01-01 19:02:00,28994.1,29023,29033.6,28994.1,0.61917112,17967.734283918
2021-01-01 19:01:00,29027.4,28990.4,29027.4,28988.6,1.35240312,39226.344618019
2021-01-01 19:00:00,29070.9,29027.4,29070.9,28984.9,2.35262345,68235.68171444
2021-01-01 18:59:00,29062.2,29070.9,29071,29062.2,0.32477398,9438.9611428
2021-01-01 18:58:00,29054.9,29062.1,29072,29054.8,0.51791311,15051.965427063
2021-01-01 18:57:00,29061,29054.8,29075.5,29054.8,3.41847432,99376.088119192
2021-01-01 18:56:00,29026.2,29063.3,29081.6,29026.2,1.55241271,45107.053135947
2021-01-01 18:55:00,29016.7,29017.2,29031.9,28990.6,1.97297838,57235.378777409
2021-01-01 18:54:00,29053.5,29005.1,29053.5,29005.1,3.21379441,93304.009146597
2021-01-01 18:53:00,29010.1,29053.4,29085.9,29003,4.32216694,125557.930172722
2021-01-01 18:52:00,28960.8,29010.2,29019.3,28958.6,4.35817335,126322.310657613
2021-01-01 18:51:00,28961,28960.8,28976.5,28929.6,1.682932,48728.333394661
2021-01-01 18:50:00,28903.9,28960.9,28961.5,28886.1,1.51460283,43800.471460642
2021-01-01 18:49:00,28857.1,28903.6,28909.5,28855.2,2.46288568,71138.152722671
2021-01-01 18:48:00,28793.3,28857.1,28869.6,28770,10.19804382,294053.868551311
2021-01-01 18:47:00,28705.7,28792.5,28795.3,28705.7,3.91658915,112624.080691969
2021-01-01 18:46:00,28711.6,28705.6,28790.8,28705.6,11.0458978,317605.14767649
2021-01-01 18:45:00,28883.2,28711.5,28883.2,28633,21.77130878,625364.69845454
2021-01-01 18:44:00,28891.6,28889.4,28908.8,28883.6,0.98327795,28411.27341368
2021-01-01 18:43:00,28870.8,28891.6,28908.6,28870.7,2.04886649,59205.032590937
2021-01-01 18:42:00,28947.9,28870.8,28947.9,28858.4,7.58433339,219178.400196032
2021-01-01 18:41:00,28988.4,28947.9,28988.4,28928.6,1.19373274,34566.562027378
2021-01-01 18:40:00,28957.6,28988.3,29004.3,28957.6,0.85455659,24772.494295078
2021-01-01 18:39:00,29037.1,28957.7,29037.1,28953,3.17933854,92181.854083379
2021-01-01 18:38:00,29053.4,29043.3,29061.1,29037.8,0.56041951,16280.88534914
2021-01-01 18:37:00,29036.2,29053.3,29053.4,29036.2,0.64462,18720.681413262
2021-01-01 18:36:00,29041.3,29036.1,29050.9,29036.1,0.36046105,10469.893989767
2021-01-01 18:35:00,29071.1,29041.3,29071.2,29041.3,1.49553872,43465.330829435
2021-01-01 18:34:00,29066.1,29071.1,29096.5,29066.1,1.47512956,42910.099558049
2021-01-01 18:33:00,29038,29066,29080.5,29035.1,6.13787318,178390.017089433
2021-01-01 18:32:00,29054,29041.3,29054.2,29031.3,1.36301372,39588.649425415
2021-01-01 18:31:00,28964.3,29054.3,29056.9,28964.3,2.43339216,70593.516143289
2021-01-01 18:30:00,29020.8,28975.5,29020.8,28954.5,6.07603889,176106.054428292
2021-01-01 18:29:00,29067.8,29020.9,29072.8,29015.5,2.00518338,58223.588565991
2021-01-01 18:28:00,29032,29061.1,29070.5,29032,4.09509585,118978.194742594
2021-01-01 18:27:00,29028.7,29031.9,29050,29018.5,0.8221909,23864.878854528
2021-01-01 18:26:00,29085.2,29027,29085.2,29016.3,0.84525571,24549.469985551
2021-01-01 18:25:00,29091.1,29085.2,29107.9,29067.6,2.17551721,63271.947466322
2021-01-01 18:24:00,29124.7,29088.2,29124.8,29066.4,0.96928848,28196.067228025
2021-01-01 18:23:00,29121.6,29124.8,29139.6,29109.7,4.36518262,127122.178812519
2021-01-01 18:22:00,29139.9,29122,29163.7,29122,1.83471104,53471.909088994
2021-01-01 18:21:00,29174.6,29139.9,29174.6,29139.9,0.80581734,23499.903450286
2021-01-01 18:20:00,29194.5,29175.5,29194.5,29175.5,1.26810561,37010.35081582
2021-01-01 18:19:00,29209.7,29194.5,29209.8,29185.1,1.09097174,31853.935717051
2021-01-01 18:18:00,29209.2,29209.3,29209.3,29200.4,0.48340438,14118.503585316
2021-01-01 18:17:00,29206.4,29209.3,29209.3,29200.5,0.1667506,4870.321548901
2021-01-01 18:16:00,29215,29206.3,29215.1,29206.3,0.45599045,13320.255224891
2021-01-01 18:15:00,29217.4,29214.6,29233.2,29209.7,1.12086244,32756.945141469
2021-01-01 18:14:00,29227.1,29217.4,29227.1,29211.2,0.42756196,12491.93633447
2021-01-01 18:13:00,29215.3,29227.1,29227.1,29209.3,1.80319222,52678.736469112
2021-01-01 18:12:00,29233.2,29215.3,29233.3,29202.7,1.11279038,32514.602623647
2021-01-01 18:11:00,29222.4,29233.2,29241.4,29222.4,1.18691668,34693.200635206
2021-01-01 18:10:00,29217.3,29217.4,29217.4,29217.2,0.54072809,15798.617661242
2021-01-01 18:09:00,29222.4,29217.3,29222.5,29204.7,0.42064838,12288.070352005
2021-01-01 18:08:00,29233.8,29222.5,29240.2,29219.5,1.28920535,37689.782956306
2021-01-01 18:07:00,29209.7,29233.8,29233.9,29209.7,1.25544247,36689.892141261
2021-01-01 18:06:00,29229.9,29209.7,29229.9,29209.7,0.82347886,24060.999024778
2021-01-01 18:05:00,29250.6,29229.9,29252.8,29224.3,2.0038286,58591.943713638
2021-01-01 18:04:00,29247.1,29250.5,29258.6,29201.8,3.65277787,106776.590874856
2021-01-01 18:03:00,29135.5,29247,29256.4,29135.5,7.00104503,204493.300826048
2021-01-01 18:02:00,29057.3,29135.3,29150.9,29057.3,5.37266675,156503.124097529
2021-01-01 18:01:00,28991,29057.3,29057.3,28991,1.63465593,47447.263479497
2021-01-01 18:00:00,29078.1,28991,29078.1,28991,6.89108468,199953.388043528
2021-01-01 17:59:00,29085.8,29078.1,29085.8,29050.9,1.00067749,29088.663385234
2021-01-01 17:58:00,29103.8,29085.8,29106.5,29071.7,0.99734616,29004.598143192
2021-01-01 17:57:00,29124.4,29103.7,29124.5,29072.8,2.49763575,72679.729359426
2021-01-01 17:56:00,29104.3,29124.5,29126.5,29101.7,0.64591134,18805.238755386
2021-01-01 17:55:00,29116.9,29104.3,29118.1,29099.9,0.45591517,13273.883326493
2021-01-01 17:54:00,29113.9,29116.8,29135.9,29113.9,0.66316003,19313.04148993
2021-01-01 17:53:00,29106.9,29111.9,29112,29106.9,0.39061861,11370.050806316
2021-01-01 17:52:00,29103.7,29107,29107,29085.9,1.07556546,31300.854940659
2021-01-01 17:51:00,29098.4,29103.7,29107.6,29084.2,1.05182409,30600.185659568
2021-01-01 17:50:00,29073.7,29098.3,29108.5,29069.6,1.86776936,54326.376511607
2021-01-01 17:49:00,29062,29073.7,29076.5,29057.5,1.1539052,33541.911310369
2021-01-01 17:48:00,29035.6,29062.1,29062.1,29027.6,2.15123364,62472.843375606
2021-01-01 17:47:00,29001.1,29035.5,29052.5,29001.1,4.66990097,135614.509909257
2021-01-01 17:46:00,28998.2,29007,29022.5,28941.5,8.94322279,259252.931234901
2021-01-01 17:45:00,29163,28998.3,29163,28998.3,9.79543738,284609.869422309
2021-01-01 17:44:00,29172.8,29163,29177.4,29162.9,0.21584568,6296.367205612
2021-01-01 17:43:00,29184.2,29172.7,29184.2,29164.3,0.75578956,22052.302622109
2021-01-01 17:42:00,29165.9,29180.1,29187.3,29141.9,3.90834884,113959.302213436
2021-01-01 17:41:00,29137.2,29165.8,29192.3,29134.3,1.53571052,44773.528750273
2021-01-01 17:40:00,29144.6,29137.3,29149.7,29127.1,2.68099384,78112.40501882
2021-01-01 17:39:00,29184.2,29144.6,29184.2,29139,4.9580086,144519.778234072
2021-01-01 17:38:00,29223.2,29184.2,29223.5,29184.2,1.25086551,36537.127151981
2021-01-01 17:37:00,29218.8,29223.2,29231.2,29218.7,3.77378649,110302.058471283
2021-01-01 17:36:00,29219.4,29218.8,29219.5,29206.6,0.96677336,28239.031571157
2021-01-01 17:35:00,29205.6,29219.4,29219.5,29192.5,3.41958025,99865.491179481
2021-01-01 17:34:00,29208.9,29206.9,29226.2,29206.9,0.56368924,16470.205759956
2021-01-01 17:33:00,29228.6,29203.3,29228.6,29202.9,0.66370399,19389.487548865
2021-01-01 17:32:00,29239,29228.6,29239,29225.6,0.37121143,10849.600778875
2021-01-01 17:31:00,29261,29239.1,29261,29236.2,0.7315648,21396.74707786
2021-01-01 17:30:00,29280.6,29261,29280.6,29258.8,0.33011007,9659.837020833
2021-01-01 17:29:00,29257.3,29280.7,29280.7,29257.3,1.01717012,29769.48242958
2021-01-01 17:28:00,29257.4,29257.3,29257.4,29257.3,0.2706423,7918.280603113
2021-01-01 17:27:00,29256.3,29257.4,29262.8,29245,0.57158662,16722.231404081
2021-01-01 17:26:00,29258.3,29256.2,29258.3,29228,3.82450923,111796.097783402
2021-01-01 17:25:00,29258.1,29258.3,29269.2,29249.1,0.57018754,16682.786149601
2021-01-01 17:24:00,29272.1,29248.4,29272.1,29248,1.15426754,33763.916516645
2021-01-01 17:23:00,29259.5,29272.2,29272.2,29259.5,0.62565001,18310.529492962
2021-01-01 17:22:00,29295.5,29259.5,29295.6,29259.5,1.03057074,30172.420946096
2021-01-01 17:21:00,29326,29295.6,29326,29295.5,1.1566432,33906.613191948
2021-01-01 17:20:00,29291.9,29326,29326.1,29291.9,0.72300042,21193.370391016
2021-01-01 17:19:00,29332.3,29296.1,29332.3,29296.1,0.31344482,9186.376277896
2021-01-01 17:18:00,29332.3,29332.2,29332.3,29332.2,0.11330969,3323.62358949
2021-01-01 17:17:00,29320.9,29332.2,29337.8,29320.9,0.36761534,10784.111069863
2021-01-01 17:16:00,29334.5,29320.9,29338.3,29315.8,0.73408016,21530.856553445
2021-01-01 17:15:00,29310.4,29334.5,29334.6,29310.3,0.45349122,13300.012862065
2021-01-01 17:14:00,29310.4,29310.4,29310.4,29310.3,0.14906888,4369.258620704
2021-01-01 17:13:00,29309.1,29310.4,29318.7,29309.1,0.30528118,8949.329196622
2021-01-01 17:12:00,29315.3,29308.3,29315.3,29307,0.48789141,14299.82583566
2021-01-01 17:11:00,29296.1,29315.4,29315.4,29296,0.16476018,4827.652662182
2021-01-01 17:10:00,29277.6,29296,29296.1,29277.5,0.3054231,8946.330033962
2021-01-01 17:09:00,29299.9,29274.4,29300,29274,0.34730996,10172.687933555
2021-01-01 17:08:00,29310.2,29299.9,29310.2,29296.5,0.23231935,6807.178780501
2021-01-01 17:07:00,29314.4,29310.2,29314.4,29310.2,0.1843591,5403.691147801
2021-01-01 17:06:00,29311.6,29314.4,29314.5,29307.1,0.50825599,14897.638379771
2021-01-01 17:05:00,29301.9,29317,29317.1,29301.9,0.30595355,8968.68020419
2021-01-01 17:04:00,29298.4,29298.5,29306.6,29298.4,0.22033525,6456.456528359
2021-01-01 17:03:00,29285.6,29296.5,29296.5,29282.9,0.21201748,6209.32178758
2021-01-01 17:02:00,29278.5,29285.6,29296,29278.5,0.24486489,7169.990300627
2021-01-01 17:01:00,29266.3,29278.5,29289.4,29266.3,0.50095814,14666.247732661
2021-01-01 17:00:00,29302,29265.2,29302,29260.6,0.61089833,17884.157914285
2021-01-01 16:59:00,29293.5,29302,29302,29278.7,0.44904138,13152.055519722
2021-01-01 16:58:00,29315.1,29293.6,29315.1,29293.6,0.77495086,22705.761837664
2021-01-01 16:57:00,29311.6,29315,29315.1,29311.6,0.24620001,7217.122851197
2021-01-01 16:56:00,29306.4,29311.7,29311.7,29306.4,0.10960857,3212.710263513
2021-01-01 16:55:00,29325.7,29306.4,29325.7,29306.4,0.04938041,1447.879951824
2021-01-01 16:54:00,29354.1,29327.3,29354.1,29325.2,0.38764986,11371.943257989
2021-01-01 16:53:00,29353.5,29354.1,29358,29351,1.06455871,31249.216954269
2021-01-01 16:52:00,29336.4,29353.5,29353.5,29327.4,15.66582874,459713.755741387
2021-01-01 16:51:00,29314.2,29336.4,29336.4,29314.1,0.7511437,22031.09322933
2021-01-01 16:50:00,29314.8,29314.2,29314.9,29309.8,0.13710479,4018.790259737
2021-01-01 16:49:00,29324.6,29314.8,29324.6,29312.9,0.50912164,14924.73113382
2021-01-01 16:48:00,29340,29324.6,29340.1,29324.6,0.18535121,5436.590075429
2021-01-01 16:47:00,29333.8,29340.1,29344.3,29333.8,0.15217998,4464.750158078
2021-01-01 16:46:00,29330.6,29333.8,29344.3,29330.6,0.50011669,14674.144813435
2021-01-01 16:45:00,29292.8,29330.5,29330.5,29292.8,0.17122916,5017.429909253
2021-01-01 16:44:00,29283.5,29292.8,29299.8,29283.5,0.33525109,9820.53059334
2021-01-01 16:43:00,29288,29283.5,29294.9,29283.5,0.17931007,5252.182043012
2021-01-01 16:42:00,29279.4,29285.3,29292,29279.4,0.23735046,6951.508883571
2021-01-01 16:41:00,29277.5,29279.4,29307,29277.5,0.49593383,14525.470162754
2021-01-01 16:40:00,29295.8,29277.5,29295.8,29277.5,0.11070539,3242.668919216
2021-01-01 16:39:00,29285.5,29295.8,29297.2,29285.5,0.10702887,3135.394550455
2021-01-01 16:38:00,29285.4,29277.6,29285.4,29272.5,0.28214458,8260.891604375
2021-01-01 16:37:00,29290.6,29285.9,29300.8,29285.9,0.14352678,4205.204085747
2021-01-01 16:36:00,29281.6,29288.4,29288.5,29276.9,0.26558249,7777.630540712
2021-01-01 16:35:00,29294.8,29288.6,29311.1,29288.6,3.2191249,94313.183054782
2021-01-01 16:34:00,29284.1,29294.8,29294.8,29284,0.31158359,9125.703089602
2021-01-01 16:33:00,29272.5,29284.1,29284.1,29272.5,0.24527419,7182.146357584
2021-01-01 16:32:00,29273.7,29272.6,29280.7,29272.5,0.1604053,4696.150371807
2021-01-01 16:31:00,29265.6,29266.5,29277.1,29257.6,0.40540281,11863.62960084
2021-01-01 16:30:00,29281.1,29265.7,29281.1,29265.7,0.11760637,3442.299139847
2021-01-01 16:29:00,29272.8,29281.2,29294.9,29272.8,0.66103329,19354.052614367
2021-01-01 16:28:00,29285,29272.9,29285,29270.5,0.46899117,13728.986171906
2021-01-01 16:27:00,29308.4,29285.1,29308.4,29285,0.11688679,3424.397492925
2021-01-01 16:26:00,29309.6,29308.4,29323.8,29294.8,1.5218514,44610.793676486
2021-01-01 16:25:00,29284.7,29309.7,29314.5,29284.7,0.67645249,19819.658771058
2021-01-01 16:24:00,29275.4,29284.6,29294.2,29275.4,0.07398812,2166.895576971
2021-01-01 16:23:00,29303.8,29279.7,29303.8,29279.7,1.90288419,55733.033162672
2021-01-01 16:22:00,29274.4,29303.9,29303.9,29274.4,4.27106101,125072.948902994
2021-01-01 16:21:00,29267.7,29274.5,29274.5,29265.4,0.6492482,19004.537566949
2021-01-01 16:20:00,29262.5,29264.2,29264.2,29256.9,0.59791611,17494.252286866
2021-01-01 16:19:00,29235.5,29262.5,29280.4,29235.5,1.14982705,33645.328109846
2021-01-01 16:18:00,29235.5,29235.5,29246.3,29235.5,0.54869892,16042.854809776
2021-01-01 16:17:00,29237.5,29235.5,29238.8,29231,0.37020779,10823.812963181
2021-01-01 16:16:00,29229.6,29237.5,29254.2,29229.6,0.70722909,20681.429959124
2021-01-01 16:15:00,29224.3,29229.6,29235.4,29220.1,0.42724659,12489.003908257
2021-01-01 16:14:00,29229.5,29224.4,29240.8,29224.4,1.74461613,51000.211127414
2021-01-01 16:13:00,29227.1,29229.5,29234.9,29227.1,0.8473208,24767.455754704
2021-01-01 16:12:00,29236.6,29227.1,29236.6,29213.3,0.75815555,22154.517334525
2021-01-01 16:11:00,29226,29236.6,29242.5,29226,0.36341374,10626.205757662
2021-01-01 16:10:00,29226.1,29231,29245.3,29226,0.66495223,19440.93175485
2021-01-01 16:09:00,29209.1,29226.1,29240,29209.1,0.39748667,11617.081947786
2021-01-01 16:08:00,29209,29209.2,29213,29197.6,0.37796187,11038.02958612
2021-01-01 16:07:00,29199,29204.1,29211.6,29198.9,0.92847396,27112.310536234
2021-01-01 16:06:00,29170.7,29198.5,29198.5,29170.7,0.3161644,9226.741221335
2021-01-01 16:05:00,29151.5,29170.8,29170.8,29148.6,1.32081174,38504.818992569
2021-01-01 16:04:00,29159.5,29154.6,29183.5,29131.4,0.51185487,14919.471386747
2021-01-01 16:03:00,29181.3,29154.1,29181.3,29135.7,0.76306611,22246.404508107
2021-01-01 16:02:00,29233.6,29181.4,29236,29181.4,1.10748321,32349.440652764
2021-01-01 16:01:00,29236.3,29233.7,29265.5,29233.7,3.2472598,94986.768971211
2021-01-01 16:00:00,29196,29236.2,29241.2,29195.9,4.50642016,131725.810592293
2021-01-01 15:59:00,29211.8,29195.9,29211.8,29195.9,1.78446289,52115.414859732
2021-01-01 15:58:00,29177.9,29211.9,29211.9,29177.9,2.05038682,59872.425881571
2021-01-01 15:57:00,29167,29178,29186.5,29167,1.77613388,51818.334910869
2021-01-01 15:56:00,29185.4,29166.9,29185.4,29160,3.43687454,100241.618658633
2021-01-01 15:55:00,29216.4,29183.6,29216.4,29183.6,0.38000605,11096.492084472
2021-01-01 15:54:00,29216,29216.5,29225.3,29197.3,1.48390604,43343.607626127
2021-01-01 15:53:00,29234,29216.2,29234.1,29216.2,0.26291095,7684.515455304
2021-01-01 15:52:00,29225.3,29239.4,29239.5,29225.3,0.13504127,3947.733558368
2021-01-01 15:51:00,29216.8,29228.8,29235.1,29216.8,1.07155332,31318.086477533
2021-01-01 15:50:00,29206.6,29213.1,29214.2,29191,1.49605147,43679.70587194
2021-01-01 15:49:00,29208.3,29206.5,29214,29204.7,0.18905776,5521.883304014
2021-01-01 15:48:00,29203.6,29217.6,29224,29203.6,0.48973575,14308.897307154
2021-01-01 15:47:00,29198.3,29207.9,29208.4,29186.9,0.40796594,11910.860098974
2021-01-01 15:46:00,29156.1,29197.2,29214.9,29156.1,0.38548417,11252.920427707
2021-01-01 15:45:00,29131.5,29156,29156,29131.5,0.27470753,8007.761786839
2021-01-01 15:44:00,29146.3,29138,29159.5,29135.9,0.35994491,10492.613116809
2021-01-01 15:43:00,29159.5,29146.2,29166.5,29139.6,0.29304147,8543.069295981
2021-01-01 15:42:00,29135.3,29159.5,29159.5,29117.6,0.41041254,11957.565530182
2021-01-01 15:41:00,29119.4,29131.4,29143.6,29118.7,5.16154728,150386.227282768
2021-01-01 15:40:00,29058.9,29119.4,29119.6,29034.4,4.31781938,125551.538134311
2021-01-01 15:39:00,29118.5,29059.3,29119.1,29059.3,2.07297148,60312.499412091
2021-01-01 15:38:00,29068.8,29118.5,29120.7,29067.5,4.00430151,116485.714106908
2021-01-01 15:37:00,29178,29067.9,29182.7,29063.1,7.34556242,214002.068021061
2021-01-01 15:36:00,29227.6,29178,29227.7,29165.8,1.75802045,51322.218326842
2021-01-01 15:35:00,29242.4,29227.6,29242.5,29227.6,0.54642387,15972.552142765
2021-01-01 15:34:00,29252.9,29242.4,29255.2,29242.4,1.92061177,56181.767124712
2021-01-01 15:33:00,29235.7,29254.7,29268.7,29235.6,1.54202275,45113.411886343
2021-01-01 15:32:00,29239,29235.7,29239,29206.4,3.10309605,90676.321560879
2021-01-01 15:31:00,29268.9,29238.9,29277.3,29238.9,0.66592855,19482.981374329
2021-01-01 15:30:00,29298.5,29268.9,29298.5,29268.9,0.25952953,7599.437420678
2021-01-01 15:29:00,29299.8,29298.6,29303.5,29290.6,1.66855576,48888.736041222
2021-01-01 15:28:00,29293.3,29299.8,29320.1,29293.3,2.41979177,70928.464400881
2021-01-01 15:27:00,29263.2,29293.4,29309.1,29249.2,3.82634447,111997.385133664
2021-01-01 15:26:00,29291.7,29263.2,29291.7,29224.1,3.47270182,101605.316402831
2021-01-01 15:25:00,29297,29305.2,29315.3,29297,1.55958668,45696.413340054
2021-01-01 15:24:00,29288,29297,29309.1,29288,0.43178402,12651.378590628
2021-01-01 15:23:00,29315.3,29287.9,29315.3,29287.9,0.43275081,12681.89853454
2021-01-01 15:22:00,29314.5,29315.7,29331.9,29312.3,0.49462539,14503.676145098
2021-01-01 15:21:00,29319.1,29314.5,29321,29285.6,1.76647198,51772.206417687
